endpoint_name,endpoint_type,n_patients,clinical_feature_set,roc_auc_mean,roc_auc_sd,auprc_mean,auprc_sd,brier_mean,brier_sd
Binarized_response,binary,65,with_pd_l1,0.6133690476190476,0.17551482692126796,0.6182789617789618,0.15826053713477933,0.25983740494959195,0.07334937001871265
