endpoint_name,endpoint_type,feature_name,feature_set,n_patients,status,roc_auc_mean,roc_auc_sd,auprc_mean,auprc_sd,brier_mean,brier_sd,baseline_roc_auc_mean,baseline_auprc_mean,baseline_brier_mean,delta_roc_auc_mean,delta_auprc_mean,delta_brier_mean,ranking_metric,full_data_coef,full_data_coef_sign,best_alpha,best_l1_ratio,full_inner_score
Binarized_response,binary,CD4T__curated_gene_gobp_lymphocyte_migration__eigengene,clinical_plus__CD4T__curated_gene_gobp_lymphocyte_migration__eigengene,65,ok,0.603,0.16519900612529717,0.6052968216968218,0.14985408990804494,0.2719589788560643,0.07988987979224633,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.010369047619047667,-0.012982140082140048,0.012121573906472338,-0.010369047619047667,-0.4012969136238098,-1.0,0.003,1.0,0.603968253968254
Binarized_response,binary,CD4T__curated_gene_gobp_regulation_of_t_cell_activation__eigengene,clinical_plus__CD4T__curated_gene_gobp_regulation_of_t_cell_activation__eigengene,65,ok,0.5931428571428571,0.1580114680091229,0.6057693602693602,0.14019720211542208,0.275288391081209,0.07659466392066613,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.020226190476190564,-0.012509601509601564,0.01545098613161705,-0.020226190476190564,-0.2717806100845337,-1.0,0.001,1.0,0.5696428571428571
Binarized_response,binary,CD4T__curated_gene_gobp_regulatory_t_cell_differentiation__eigengene,clinical_plus__CD4T__curated_gene_gobp_regulatory_t_cell_differentiation__eigengene,65,ok,0.6022500000000001,0.17130862518006984,0.606328897028897,0.1524078997614366,0.2756333359780647,0.07947929635913263,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.011119047619047584,-0.01195006475006477,0.015795931028472765,-0.011119047619047584,0.46819445490837097,1.0,0.001,1.0,0.6793650793650794
Binarized_response,binary,CD4T__curated_gene_gobp_t_cell_activation__eigengene,clinical_plus__CD4T__curated_gene_gobp_t_cell_activation__eigengene,65,ok,0.5993333333333333,0.1682370673724335,0.608104847004847,0.1511266251800214,0.2701300132414069,0.07950685643820275,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.014035714285714374,-0.010174114774114784,0.010292608291814942,-0.014035714285714374,-0.25419744849205017,-1.0,0.001,1.0,0.5660714285714286
Binarized_response,binary,CD4T__curated_gene_gobp_t_cell_receptor_signaling_pathway__eigengene,clinical_plus__CD4T__curated_gene_gobp_t_cell_receptor_signaling_pathway__eigengene,65,ok,0.6009285714285715,0.1607962466025495,0.6069922336922338,0.1472535629845025,0.2735601063982756,0.07730344268575164,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.012440476190476168,-0.011286728086728037,0.01372270144868365,-0.012440476190476168,-0.31103718280792236,-1.0,0.001,0.25,0.5956349206349207
Binarized_response,binary,CD4T__curated_gene_gobp_t_helper_17_cell_differentiation__eigengene,clinical_plus__CD4T__curated_gene_gobp_t_helper_17_cell_differentiation__eigengene,65,ok,0.5986071428571428,0.15924178806105002,0.6040435083435083,0.13628724704379777,0.2740161292557646,0.07769341749423882,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.014761904761904865,-0.014235453435453516,0.014178724306172619,-0.014761904761904865,-0.22509950399398804,-1.0,0.003,1.0,0.5998015873015873
Binarized_response,binary,CD4T__curated_gene_gobp_t_helper_1_type_immune_response__eigengene,clinical_plus__CD4T__curated_gene_gobp_t_helper_1_type_immune_response__eigengene,65,ok,0.6018809523809524,0.16566334125271404,0.6100951492951493,0.145004270891457,0.2758951739492615,0.0798428142646167,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.011488095238095242,-0.008183812483812503,0.01605776899966954,-0.011488095238095242,-0.12352480739355087,-1.0,0.001,0.5,0.6123015873015873
Binarized_response,binary,CD4T__curated_gene_hallmark_apoptosis__eigengene,clinical_plus__CD4T__curated_gene_hallmark_apoptosis__eigengene,65,ok,0.5823095238095238,0.17267454287058304,0.5966759795759795,0.15087919770550978,0.27868132080231356,0.0833932160383499,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.031059523809523815,-0.02160298220298229,0.018843915852721604,-0.031059523809523815,-0.21023191511631012,-1.0,0.001,1.0,0.5863095238095237
Binarized_response,binary,CD4T__curated_gene_hallmark_glycolysis__eigengene,clinical_plus__CD4T__curated_gene_hallmark_glycolysis__eigengene,65,ok,0.5788571428571428,0.16938695427781078,0.5974005698005698,0.15114203150251107,0.27720506424430796,0.07749922260126493,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.0345119047619048,-0.02087839197839203,0.01736765929471601,-0.0345119047619048,-0.2715420424938202,-1.0,0.001,1.0,0.5660714285714286
Binarized_response,binary,CD4T__curated_gene_hallmark_hypoxia__eigengene,clinical_plus__CD4T__curated_gene_hallmark_hypoxia__eigengene,65,ok,0.5893928571428572,0.16636250923764756,0.6022598124098123,0.14647335096762515,0.27817362342566726,0.08090669559329158,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.023976190476190484,-0.0160191493691495,0.018336218476075306,-0.023976190476190484,-0.24910199642181396,-1.0,0.001,1.0,0.6
Binarized_response,binary,CD4T__curated_gene_hallmark_il2_stat5_signaling__eigengene,clinical_plus__CD4T__curated_gene_hallmark_il2_stat5_signaling__eigengene,65,ok,0.5995238095238096,0.17000811019355536,0.6115631183631183,0.14766443376883212,0.2769734005707407,0.08315783560409808,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.013845238095238077,-0.006715843415843525,0.01713599562114876,-0.013845238095238077,-0.23212838172912598,-1.0,0.001,1.0,0.6029761904761904
Binarized_response,binary,CD4T__curated_gene_hallmark_il6_jak_stat3_signaling__eigengene,clinical_plus__CD4T__curated_gene_hallmark_il6_jak_stat3_signaling__eigengene,65,ok,0.5898333333333333,0.1793494486224616,0.6064540570540571,0.1629801493250337,0.27112686923001256,0.08126421375748642,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.023535714285714326,-0.011824904724904717,0.011289464280420602,-0.023535714285714326,-0.011060959659516811,-1.0,0.003,1.0,0.5767857142857142
Binarized_response,binary,CD4T__curated_gene_hallmark_inflammatory_response__eigengene,clinical_plus__CD4T__curated_gene_hallmark_inflammatory_response__eigengene,65,ok,0.5850238095238095,0.1689562024409962,0.5998244218744219,0.15472498567390197,0.2727022789437683,0.07875383373551396,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.028345238095238146,-0.018454539904539935,0.012864873994176351,-0.028345238095238146,0.028489578515291214,1.0,0.001,1.0,0.6307539682539682
Binarized_response,binary,CD4T__curated_gene_hallmark_interferon_alpha_response__eigengene,clinical_plus__CD4T__curated_gene_hallmark_interferon_alpha_response__eigengene,65,ok,0.6031666666666667,0.16858959597764395,0.6234074943574943,0.15064202595770226,0.27323007294786855,0.06876618575423968,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.010202380952380907,0.005128532578532519,0.013392667998276597,-0.010202380952380907,0.8262619972229004,1.0,0.003,1.0,0.6531746031746032
Binarized_response,binary,CD4T__curated_gene_hallmark_interferon_gamma_response__eigengene,clinical_plus__CD4T__curated_gene_hallmark_interferon_gamma_response__eigengene,65,ok,0.5883214285714286,0.1810035575584441,0.6021960853960853,0.16385211158881968,0.27153181528753617,0.07995085924610691,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.025047619047619096,-0.016082876382876532,0.011694410337944217,-0.025047619047619096,0.36483871936798096,1.0,0.001,1.0,0.6273809523809524
Binarized_response,binary,CD4T__curated_gene_hallmark_mtorc1_signaling__eigengene,clinical_plus__CD4T__curated_gene_hallmark_mtorc1_signaling__eigengene,65,ok,0.5827857142857144,0.172451656381431,0.6027586080586079,0.15160612052839378,0.2741930015871034,0.07473748070472105,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.030583333333333296,-0.015520353720353874,0.014355596637511459,-0.030583333333333296,-0.2586550712585449,-1.0,0.001,1.0,0.5803571428571428
Binarized_response,binary,CD4T__curated_gene_hallmark_tnfa_signaling_via_nfkb__eigengene,clinical_plus__CD4T__curated_gene_hallmark_tnfa_signaling_via_nfkb__eigengene,65,ok,0.5925952380952381,0.1572542251210826,0.5987359584859585,0.14051417831854918,0.2735758008908897,0.0750903247534102,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.020773809523809583,-0.01954300329300329,0.01373839594129772,-0.020773809523809583,0.11717430502176285,1.0,0.001,0.5,0.6672619047619046
Binarized_response,binary,CD4T__curated_gene_reactome_co_stimulation_by_cd28__eigengene,clinical_plus__CD4T__curated_gene_reactome_co_stimulation_by_cd28__eigengene,65,ok,0.5948214285714286,0.15751780416672337,0.6066541144041144,0.14430941801678898,0.2764640723264482,0.07636355411084302,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.018547619047619035,-0.011624847374847369,0.016626667376856252,-0.018547619047619035,-0.30597299337387085,-1.0,0.001,1.0,0.5900793650793651
Binarized_response,binary,CD4T__curated_gene_reactome_downstream_tcr_signaling__eigengene,clinical_plus__CD4T__curated_gene_reactome_downstream_tcr_signaling__eigengene,65,ok,0.5797619047619048,0.16462721193286367,0.5991745180745182,0.1453915520445948,0.27962393829090787,0.07855261593949629,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.033607142857142835,-0.01910444370444364,0.019786533341315915,-0.033607142857142835,-0.20304298400878906,-1.0,0.001,1.0,0.5587301587301587
Binarized_response,binary,CD4T__curated_gene_reactome_interleukin_7_signaling__eigengene,clinical_plus__CD4T__curated_gene_reactome_interleukin_7_signaling__eigengene,65,ok,0.5920238095238095,0.17222517982051683,0.6078053298553299,0.15317404563075626,0.27473733487223473,0.0802092428144733,0.6133690476190476,0.6182789617789618,0.25983740494959195,-0.02134523809523814,-0.010473631923631932,0.014899929922642774,-0.02134523809523814,-0.1551259309053421,-1.0,1.0,0.5,0.5371031746031746
